Year,Car,Model,Kilometers,Fuel,Transmission,City Code,Price
2015,Maruti,Celerio ,33.18k,Petrol,Manual,MH-02,₹2.85 lakh
2013,Hyundai,i10 ,53.42k,Petrol,Manual,MH-12,₹1.65 lakh
2024,Hyundai,GRAND I10,24.00k,Petrol,Auto,MH-39,₹6.95 lakh
2012,Hyundai,i10 ,45.20k,Petrol,Auto,MH-12,₹1.91 lakh
2014,Honda,City ,58.58k,Diesel,Manual,MH-04,₹3.80 lakh
2018,Datsun,Redi Go,28.01k,Petrol,Auto,MH-12,₹2.04 lakh
2017,Maruti,Dzire ,85.15k,Petrol,Auto,MH-12,₹4.49 lakh
2020,Maruti,Dzire ,1.5l,Petrol,Manual,MH-14,₹4.94 lakh
2014,Maruti,Swift ,78.01k,Petrol,Manual,MH-04,₹3.19 lakh
2014,Hyundai,Grand i10,96.22k,Petrol,Auto,MH-12,₹2.88 lakh
2017,Maruti,Ciaz ,65.54k,Petrol,Manual,MH-12,₹4.70 lakh
2023,Tata,ALTROZ ,20.33k,Petrol,Manual,MH-14,₹6.60 lakh
2018,Tata,NEXON ,84.06k,Diesel,Manual,MH-46,₹6.15 lakh
2021,Hyundai,GRAND I10,78.49k,CNG,Manual,MH-12,₹5.35 lakh
2012,Hyundai,i20 ,30.58k,Petrol,Manual,MH-02,₹2.32 lakh
2012,Honda,Brio ,89.19k,Petrol,Manual,MH-01,₹1.64 lakh
2017,Renault,Duster ,1.4l,Diesel,Auto,MH-14,₹4.44 lakh
2014,Maruti,Wagon R,51.63k,Petrol,Manual,MH-14,₹2.50 lakh
2022,Tata,Tiago ,82.13k,CNG,Manual,MH-14,₹4.52 lakh
2021,Maruti,Baleno ,35.19k,Petrol,Manual,MH-31,₹4.95 lakh
2023,Volkswagen,TAIGUN ,28.73k,Petrol,Auto,MH-50,₹12.99 lakh
2014,Hyundai,Eon ,32.91k,Petrol,Manual,MH-12,₹1.78 lakh
2013,Hyundai,Eon ,93.03k,Petrol,Manual,MH-27,₹1.54 lakh
2022,Maruti,Dzire ,25.96k,Petrol,Manual,MH-06,₹5.31 lakh
2019,Hyundai,Grand i10,20.23k,Petrol,Auto,MH-14,₹4.58 lakh
2021,Tata,NEXON ,62.26k,Petrol,Manual,MH-12,₹6.52 lakh
2014,Maruti,Wagon R,77.96k,Petrol,Manual,MH-20,₹2.16 lakh
2019,Hyundai, SANTRO,1.0l,CNG,Manual,MH-14,₹3.54 lakh
2019,Maruti,S PRESSO,40.21k,Petrol,Auto,MH-12,₹3.25 lakh
2021,KIA,SELTOS ,45.77k,Diesel,Auto,MH-12,₹14.10 lakh
2022,Mercedes,Benz GLC,44.18k,Diesel,Auto,MH-47,₹42.50 lakh
2023,Tata,NEXON ,24.86k,Petrol,Manual,MH-47,₹8.79 lakh
2014,Honda,City ,1.2l,Petrol,Manual,MH-17,₹3.57 lakh
2018,Maruti,Baleno ,47.10k,Petrol,Manual,MH-12,₹4.90 lakh
2023,Tata,PUNCH ,26.20k,Petrol,Manual,MH-14,₹5.83 lakh
2012,Volkswagen,Vento ,1.1l,Petrol,Auto,MH-01,₹2.42 lakh
2016,Maruti,Ciaz ,34.03k,Petrol,Manual,MH-12,₹5.00 lakh
2022,Maruti, Wagon-R,64.27k,Petrol,Manual,MH-03,₹4.13 lakh
2013,Hyundai,i20 ,95.18k,Petrol,Manual,MH-14,₹2.75 lakh
2018,Hyundai,Eon ,68.63k,Petrol,Manual,MH-14,₹2.60 lakh
2018,Maruti,Wagon R,27.84k,Petrol,Manual,MH-05,₹3.36 lakh
2022,KIA,SONET ,73.21k,Diesel,Manual,MH-14,₹8.48 lakh
2015,Jaguar,XF ,48.47k,Diesel,Auto,MH-47,₹15.50 lakh
2016,Honda,City ,1.0l,Petrol,Auto,MH-12,₹4.14 lakh
2022,MG,ASTOR ,22.23k,Petrol,Auto,DL-12,₹9.05 lakh
2018,Mahindra,XUV500 ,99.70k,Diesel,Auto,MH-47,₹8.39 lakh
2016,Honda,City ,44.98k,Petrol,Manual,MH-01,₹4.71 lakh
2017,Hyundai,Elite i20,36.60k,Petrol,Manual,MH-47,₹4.65 lakh
2017,Renault,Kwid ,25.16k,Petrol,Manual,MH-12,₹2.47 lakh
2018,Maruti,Baleno ,25.27k,Petrol,Auto,MH-47,₹5.27 lakh
2017,Maruti,Ciaz ,46.80k,CNG,Auto,MH-47,₹4.88 lakh
2016,Maruti,Wagon R,51.35k,Petrol,Auto,MH-01,₹2.99 lakh
2016,Maruti,Ciaz ,1.2l,Petrol,Manual,MH-12,₹4.33 lakh
2022,Maruti,Celerio ,36.95k,Petrol,Manual,MH-14,₹4.28 lakh
2012,Hyundai,i10 ,1.2l,CNG,Auto,MH-03,₹2.15 lakh
2022,KIA,SONET ,79.99k,Petrol,Manual,MH-20,₹7.37 lakh
2015,Hyundai,Grand i10,1.1l,Petrol,Manual,MH-12,₹2.97 lakh
2022,Tata,Tiago ,34.43k,CNG,Manual,MH-46,₹5.34 lakh
2016,Honda,City ,89.39k,Petrol,Manual,MH-14,₹4.43 lakh
2015,Hyundai,Grand i10,45.85k,Petrol,Manual,MH-12,₹2.93 lakh
2022,Maruti,Celerio ,31.35k,Petrol,Manual,MH-20,₹4.64 lakh
2022,Tata,PUNCH ,30.13k,Petrol,Auto,MH-28,₹6.15 lakh
2018,Maruti,Celerio ,67.86k,CNG,Manual,MH-05,₹3.55 lakh
2020,Hyundai, SANTRO,1.2l,CNG,Manual,MH-14,₹3.29 lakh
2017,Tata,Hexa ,1.2l,Diesel,Auto,MH-28,₹7.20 lakh
2019,Renault,Duster ,1.2l,Diesel,Manual,MH-12,₹5.43 lakh
2018,Maruti,Ciaz ,62.32k,Petrol,Auto,MH-03,₹5.28 lakh
2014,Volkswagen,Jetta ,1.1l,Petrol,Manual,MH-19,₹3.90 lakh
2019,Hyundai,Elite i20,37.41k,Petrol,Manual,MH-01,₹4.63 lakh
2015,Maruti,Wagon R,1.0l,CNG,Manual,MH-14,₹2.54 lakh
2022,Tata,NEXON ,32.79k,Petrol,Manual,MH-12,₹7.41 lakh
2021,Renault,Kwid ,34.06k,Petrol,Auto,MH-12,₹3.86 lakh
2015,Honda,City ,1.1l,Petrol,Auto,MH-12,₹4.50 lakh
2015,Honda,Amaze ,65.96k,Petrol,Manual,MH-10,₹3.21 lakh
2019,Hyundai, SANTRO,23.66k,Petrol,Manual,MH-40,₹3.19 lakh
2021,Renault,Kwid ,14.47k,Petrol,Manual,MH-12,₹3.45 lakh
2015,Hyundai,Grand i10,85.49k,Petrol,Manual,MH-20,₹2.82 lakh
2021,Renault,Duster ,26.53k,Petrol,Manual,MH-14,₹7.15 lakh
2021,Tata,PUNCH ,69.00k,Petrol,Auto,MH-12,₹6.46 lakh
2018,Maruti,Baleno ,44.38k,Petrol,Manual,MH-12,₹4.58 lakh
2015,Mahindra,XUV500 ,1.1l,Diesel,Manual,MH-12,₹5.90 lakh
2022,Tata,NEXON ,58.99k,Diesel,Auto,MH-15,₹8.57 lakh
2016,Honda,City ,55.98k,Petrol,Auto,MH-12,₹5.32 lakh
2018,Maruti,Celerio ,91.91k,Petrol,Auto,MH-12,₹3.31 lakh
2019,Hyundai, SANTRO,72.97k,CNG,Manual,MH-14,₹3.85 lakh
2021,Tata,ALTROZ ,51.81k,Diesel,Manual,MH-14,₹7.74 lakh
2017,Maruti,Alto 800,40.09k,Petrol,Manual,MH-28,₹2.48 lakh
2024,Audi,Q3 ,10.74k,Petrol,Auto,MH-01,₹40.80 lakh
2021,Hyundai, SANTRO,21.07k,Petrol,Auto,MH-12,₹4.42 lakh
2022,Maruti,Dzire ,1.2l,Petrol,Manual,MH-40,₹5.81 lakh
2017,Maruti,Ciaz ,55.56k,Petrol,Auto,MH-14,₹5.38 lakh
2016,Hyundai,Grand i10,71.25k,Petrol,Auto,MH-12,₹3.48 lakh
2014,Maruti,Wagon R,74.80k,CNG,Manual,MH-14,₹2.50 lakh
2020,Renault,Kwid ,40.49k,Petrol,Auto,MH-17,₹3.12 lakh
2019,KIA,SELTOS ,39.36k,Petrol,Auto,MH-12,₹11.18 lakh
2023,KIA,CARENS ,34.61k,Diesel,Auto,MH-14,₹15.67 lakh
2017,Volkswagen,Vento ,1.1l,Petrol,Auto,MH-12,₹5.15 lakh
2018,Tata,NEXON ,68.84k,Diesel,Manual,MH-12,₹6.20 lakh
2019,KIA,SELTOS ,82.76k,Petrol,Manual,MH-12,₹9.59 lakh
2022,Honda,WR-V ,8.52k,Petrol,Manual,MH-14,₹7.34 lakh
2014,Maruti,Alto 800,7.94k,Petrol,Manual,MH-12,₹1.98 lakh
2013,Hyundai,Eon ,1.2l,Petrol,Manual,MH-19,₹1.58 lakh
2018,Maruti,Alto 800,40.13k,Petrol,Manual,MH-14,₹2.81 lakh
2013,Hyundai,Eon ,1.3l,Petrol,Manual,MH-12,₹1.88 lakh
2016,Maruti,Celerio ,1.9l,Petrol,Manual,HR-51,₹2.00 lakh
2014,Maruti,Ritz ,49.47k,Petrol,Manual,HR-26,₹1.62 lakh
2014,Honda,Amaze ,62.47k,Petrol,Manual,JH-01,₹2.44 lakh
2020,Hyundai,AURA ,72.00k,Petrol,Manual,MH-14,₹5.38 lakh
2018,Maruti,Swift ,59.08k,Petrol,Auto,MH-12,₹4.85 lakh
2020,Maruti,Vitara Brezza,28.50k,Petrol,Auto,MP-04,₹6.95 lakh
2017,Tata,Tiago ,70.19k,Petrol,Auto,MH-05,₹4.00 lakh
2013,Maruti,Swift Dzire,36.66k,Petrol,Manual,MH-12,₹3.59 lakh
2024,Tata,NEXON ,12.58k,Petrol,Manual,MH-14,₹6.90 lakh
2014,Maruti,Swift ,65.72k,Petrol,Manual,MH-12,₹3.27 lakh
2015,Volkswagen,Vento ,1.5l,Petrol,Auto,MH-12,₹3.48 lakh
2011,Toyota,Etios Liva,1.1l,Petrol,Manual,MH-14,₹1.61 lakh
2021,Maruti, Wagon-R,68.16k,Petrol,Manual,MH-14,₹4.95 lakh
2020,Maruti,Baleno ,59.45k,Petrol,Manual,MH-12,₹5.14 lakh
2018,Maruti,Wagon R,57.74k,Petrol,Manual,MH-14,₹3.87 lakh
2011,Hyundai,i10 ,26.07k,Petrol,Auto,MH-12,₹2.20 lakh
2013,Maruti,A Star,44.29k,Petrol,Auto,MH-04,₹2.13 lakh
2017,Maruti,Ciaz ,77.44k,Petrol,Manual,MH-12,₹4.59 lakh
2019,Maruti, Wagon-R,44.22k,Petrol,Auto,MH-12,₹4.21 lakh
2019,Maruti, Wagon-R,31.47k,Petrol,Auto,MH-14,₹4.25 lakh
2018,Maruti,Baleno ,27.67k,Petrol,Manual,UK-07,₹4.32 lakh
2015,Hyundai,Elite i20,72.50k,Petrol,Manual,MH-12,₹4.18 lakh
2023,Mahindra,XUV700 ,61.17k,Diesel,Auto,MH-12,₹21.06 lakh
2018,Maruti,Wagon R,1.2l,Petrol,Manual,MH-12,₹3.50 lakh
2021,Maruti,XL6 ,66.44k,Petrol,Manual,MH-12,₹8.56 lakh
2011,Nissan,Sunny ,17.86k,Petrol,Manual,MH-12,₹1.61 lakh
2017,Hyundai,Grand i10,63.91k,Petrol,Auto,MH-12,₹4.80 lakh
2011,Hyundai,i10 ,33.37k,Petrol,Manual,MH-04,₹1.51 lakh
2011,Tata,Indica Vista,77.81k,Diesel,Manual,MH-14,₹1.57 lakh
2011,Tata,Indica Vista,86.31k,Diesel,Manual,MH-12,₹1.50 lakh
2016,Honda,Jazz ,60.27k,Petrol,Manual,MH-14,₹3.85 lakh
2021,Hyundai,AURA ,36.53k,Petrol,Manual,MH-12,₹6.09 lakh
2021,Tata,ALTROZ ,17.99k,Petrol,Manual,MH-12,₹6.67 lakh
2011,Hyundai,i20 ,1.1l,Petrol,Manual,MH-14,₹1.51 lakh
2024,Tata,NEXON ,5.43k,Petrol,Manual,MH-14,₹14.71 lakh
2024,Tata,NEXON ,4.57k,Petrol,Auto,MH-14,₹12.25 lakh
2011,Hyundai,i10 ,1.5l,Petrol,Manual,MH-12,₹1.61 lakh
2014,Fiat,Punto EVO,26.04k,Petrol,Manual,MH-12,₹2.47 lakh
2018,Honda,City ,75.87k,Petrol,Auto,MH-12,₹7.20 lakh
2023,KIA,CARENS ,45.51k,Petrol,Manual,MH-12,₹9.69 lakh
2018,Toyota,YARIS ,73.91k,Petrol,Auto,MH-12,₹5.29 lakh
2019,Hyundai,VENUE ,1.2l,Petrol,Auto,MH-01,₹6.54 lakh
2013,Hyundai,i10 ,56.80k,Petrol,Manual,MH-14,₹1.94 lakh
2013,Maruti,Wagon R,1.3l,Petrol,Manual,MH-48,₹2.22 lakh
2014,Maruti,Ciaz ,33.20k,Petrol,Auto,MH-12,₹4.14 lakh
2021,Hyundai,Creta ,23.42k,Diesel,Manual,MH-12,₹12.03 lakh
2013,Volkswagen,Polo ,82.20k,Petrol,Manual,MH-12,₹2.25 lakh
2021,Honda,City ,28.09k,Petrol,Manual,MH-12,₹8.91 lakh
2023,Mahindra,XUV300 ,37.22k,Diesel,Manual,MH-14,₹10.93 lakh
2016,Hyundai,Creta ,52.42k,Petrol,Manual,MH-12,₹7.32 lakh
2020,Maruti,Celerio ,1.3l,Petrol,Manual,MH-14,₹4.39 lakh
2017,Tata,Nano ,21.17k,Petrol,Auto,MH-04,₹1.50 lakh
2017,Maruti,Celerio ,52.03k,Petrol,Manual,MH-14,₹2.78 lakh
2012,Hyundai,i10 ,60.69k,Petrol,Manual,MH-12,₹2.24 lakh
2018,Ford,FREESTYLE ,71.86k,Petrol,Manual,MH-12,₹3.81 lakh
2014,Maruti,Swift ,1.3l,Petrol,Manual,OD-14,₹2.24 lakh
2022,Tata,Safari ,48.83k,Diesel,Auto,MH-14,₹17.47 lakh
2012,Mercedes,Benz B,40.09k,Petrol,Auto,MH-12,₹5.14 lakh
2013,Maruti,Alto 800,94.75k,Petrol,Manual,MH-03,₹1.50 lakh
2022,Tata,Safari ,44.94k,Diesel,Auto,MH-12,₹16.44 lakh
2020,Maruti,S Cross,1.3l,Petrol,Manual,MH-12,₹6.59 lakh
2015,Honda,Mobilio ,1.1l,Diesel,Manual,MH-14,₹3.80 lakh
2016,Renault,Kwid ,55.82k,Petrol,Manual,MH-12,₹1.84 lakh
2016,Maruti,Wagon R,1.1l,Petrol,Manual,MH-14,₹3.45 lakh
2012,Maruti,Wagon R,64.50k,Petrol,Manual,MH-12,₹2.10 lakh
2016,Hyundai,Verna ,1.8l,Petrol,Manual,MH-14,₹3.40 lakh
2023,Volkswagen,VIRTUS ,40.91k,Petrol,Manual,MH-14,₹10.37 lakh
2019,Hyundai,VENUE ,1.4l,Diesel,Manual,HR-26,₹5.50 lakh
2015,Maruti,Wagon R,1.3l,Petrol,Manual,UP-13,₹1.80 lakh
2020,KIA,SONET ,37.07k,Petrol,Manual,TS-07,₹7.20 lakh
2016,Maruti,Alto 800,15.36k,Petrol,Manual,GJ-06,₹2.25 lakh
2022,Hyundai,VENUE ,40.76k,Diesel,Manual,22-BH,₹7.04 lakh
2012,Maruti,Swift ,65.32k,Petrol,Manual,MH-12,₹2.40 lakh
2013,Hyundai,Verna ,1.3l,Diesel,Manual,MH-14,₹2.55 lakh
2023,Hyundai,GRAND I10,31.63k,Petrol,Manual,MH-20,₹4.09 lakh
2012,Ford,Figo ,74.06k,Petrol,Manual,MH-12,₹1.22 lakh
2012,Maruti,Ritz ,48.10k,Petrol,Manual,MH-31,₹2.00 lakh
2022,Hyundai, I20,18.40k,Petrol,Manual,MH-12,₹7.00 lakh
2013,Volkswagen,Polo ,1.6l,Diesel,Manual,MH-14,₹2.42 lakh
2013,Maruti,Alto 800,1.2l,Petrol,Manual,MH-14,₹2.19 lakh
2013,Hyundai,Eon ,37.39k,Petrol,Manual,MH-02,₹1.71 lakh
2017,Tata,Tiago ,1.2l,Petrol,Manual,MH-12,₹2.21 lakh
2021,Nissan,MAGNITE ,48.85k,Petrol,Manual,MH-01,₹4.23 lakh
2013,Maruti,Wagon R,1.1l,Petrol,Manual,MP-09,₹1.70 lakh
2023,Maruti,BREZZA ,24.02k,Petrol,Manual,MH-12,₹7.73 lakh
2018,Tata,Hexa ,1.2l,Diesel,Manual,MH-12,₹6.86 lakh
2021,KIA,SELTOS ,81.89k,Diesel,Manual,MH-20,₹9.50 lakh
2015,Volkswagen,Vento ,1.3l,Diesel,Auto,MH-14,₹3.43 lakh
2015,Nissan,Sunny ,2.5l,Diesel,Manual,MH-14,₹2.13 lakh
2017,Maruti,IGNIS ,44.94k,Petrol,Manual,MH-14,₹3.00 lakh
2014,Maruti,Alto K10,50.77k,Petrol,Auto,MH-20,₹2.61 lakh
2012,Ford,Figo ,66.08k,Petrol,Manual,MH-02,₹1.20 lakh
2014,Hyundai,Eon ,94.38k,Petrol,Manual,MH-14,₹1.45 lakh
2013,Volkswagen,Polo ,20.26k,Petrol,Manual,MH-12,₹3.28 lakh
2023,Hyundai,Creta ,18.39k,Petrol,Manual,MH-14,₹13.03 lakh
2013,Hyundai,Santa Fe,80.59k,Diesel,Manual,MH-45,₹6.37 lakh
2013,Maruti,Wagon R,1.2l,Petrol,Manual,MH-12,₹2.15 lakh
2015,Maruti,Alto 800,46.95k,Petrol,Manual,MH-14,₹2.59 lakh
2015,Hyundai,i10 ,64.80k,Petrol,Manual,MH-12,₹2.88 lakh
2012,Hyundai,i10 ,87.90k,Petrol,Manual,MH-12,₹2.27 lakh
2021,Tata,TIGOR ,33.16k,Petrol,Manual,MH-14,₹4.72 lakh
2011,Maruti,Swift Dzire,80.39k,Petrol,Manual,KA-51,₹2.17 lakh
2018,Tata,Tiago ,1.3l,Diesel,Manual,MH-12,₹3.56 lakh
2012,Hyundai,i10 ,61.89k,Petrol,Manual,MH-13,₹1.80 lakh
2011,Volkswagen,Polo ,79.65k,Petrol,Manual,MH-02,₹1.57 lakh
2012,Hyundai,i10 ,33.34k,Petrol,Auto,MH-01,₹2.66 lakh
2014,Toyota,Etios Liva,60.78k,Petrol,Manual,MH-42,₹2.60 lakh
2014,Maruti,Wagon R,1.1l,Petrol,Manual,HR-27,₹1.64 lakh
2013,Ford,Endeavour ,1.3l,Diesel,Auto,MH-09,₹6.88 lakh
2011,BMW,X1 ,1.7l,Diesel,Auto,MH-14,₹3.59 lakh
2018,Honda,City ,64.20k,Diesel,Manual,MH-12,₹6.40 lakh
2015,Tata,Zest ,1.1l,Petrol,Manual,MH-14,₹2.15 lakh
2011,Volkswagen,Polo ,70.98k,Petrol,Manual,MH-12,₹1.81 lakh
2012,Hyundai,i20 ,1.9l,Petrol,Manual,MH-12,₹2.00 lakh
2011,Honda,City ,1.0l,Petrol,Manual,MH-03,₹1.54 lakh
2010,Ford,Figo ,1.2l,Petrol,Manual,MH-12,₹0.99 lakh
2012,Honda,City ,1.1l,Petrol,Manual,MH-01,₹1.88 lakh
2013,Honda,Brio ,74.73k,Petrol,Manual,MH-04,₹1.45 lakh
2015,Skoda,Rapid ,93.09k,Diesel,Auto,MH-01,₹2.20 lakh
2016,Renault,Kwid ,1.7l,Petrol,Manual,MH-14,₹1.81 lakh
2020,Hyundai,AURA ,62.78k,Petrol,Manual,MH-12,₹5.28 lakh
2013,Toyota,Etios ,2.6l,Diesel,Manual,MH-12,₹2.66 lakh
2013,Maruti,Swift Dzire,95.04k,Petrol,Manual,MH-12,₹2.62 lakh
2021,MG,HECTOR ,85.29k,Diesel,Manual,MH-12,₹12.46 lakh
2014,Maruti,Wagon R,76.36k,Petrol,Manual,MH-12,₹2.63 lakh
2013,Volkswagen,Polo ,1.3l,Diesel,Manual,MH-14,₹2.70 lakh
2013,Volkswagen,Polo ,1.8l,Petrol,Manual,MH-27,₹2.63 lakh
2023,Volkswagen,TAIGUN ,67.44k,Petrol,Auto,MH-12,₹12.91 lakh
2013,Honda,Amaze ,1.5l,Diesel,Manual,MH-03,₹2.34 lakh
2023,Hyundai,Verna ,61.60k,Petrol,Manual,MH-12,₹10.33 lakh
2013,Maruti,Wagon R,35.98k,Petrol,Manual,MH-14,₹2.18 lakh
2012,Hyundai,i20 ,1.3l,Diesel,Manual,GJ-27,₹1.25 lakh
2015,Hyundai,Creta ,1.9l,Diesel,Manual,MH-04,₹4.08 lakh
2021,Toyota,YARIS ,25.43k,Petrol,Auto,MH-12,₹7.00 lakh
2010,Maruti,Swift ,1.1l,Petrol,Manual,DL-8C,₹0.80 lakh
2011,Maruti,Wagon R,73.87k,Petrol,Manual,MH-14,₹1.58 lakh
2011,Maruti,Zen Estilo,1.0l,Petrol,Manual,MH-12,₹1.47 lakh
2014,Maruti,Wagon R,85.32k,Petrol,Manual,MH-12,₹2.56 lakh
2012,Honda,City ,80.55k,Petrol,Manual,MH-12,₹2.30 lakh
2012,Hyundai,i20 ,1.0l,Diesel,Manual,MH-14,₹2.17 lakh
2012,Tata,Nano ,64.77k,Petrol,Manual,MH-14,₹0.67 lakh
2012,Maruti,Wagon R,1.1l,Petrol,Manual,MH-12,₹1.69 lakh
2010,Hyundai,i20 ,65.55k,Petrol,Manual,MH-14,₹1.50 lakh
2013,Chevrolet,Sail UVA,58.76k,Petrol,Manual,MH-12,₹1.45 lakh
2017,Renault,Kwid ,78.35k,Petrol,Manual,MH-14,₹2.21 lakh
2018,Maruti,Swift ,83.38k,Petrol,Manual,MH-14,₹4.36 lakh
2014,Ford,Ecosport ,97.00k,Diesel,Manual,HP-24,₹2.27 lakh
2012,Maruti,Eeco ,1.3l,Petrol,Manual,MH-12,₹2.20 lakh
2013,Toyota,Innova ,1.8l,Diesel,Manual,MH-04,₹2.84 lakh
2015,Maruti,Alto K10,81.34k,Petrol,Auto,MH-12,₹2.63 lakh
2014,Maruti,Wagon R,1.4l,Petrol,Manual,MH-14,₹2.69 lakh
2012,Hyundai,Verna ,91.76k,Petrol,Manual,MH-12,₹2.36 lakh
2018,Ford,FREESTYLE ,68.22k,Diesel,Manual,MH-20,₹4.99 lakh
2013,Maruti,Zen Estilo,1.1l,Petrol,Manual,MH-14,₹2.00 lakh
2012,Ford,Figo ,63.40k,Diesel,Manual,MH-12,₹1.81 lakh
2011,Volkswagen,Polo ,1.0l,Petrol,Manual,MH-12,₹1.94 lakh
2012,Maruti,Eeco ,1.1l,Petrol,Manual,MH-14,₹2.11 lakh
2019,Maruti,Celerio ,46.53k,Petrol,Auto,MH-12,₹4.00 lakh
2011,Hyundai,Santro Xing,49.04k,Petrol,Manual,MH-12,₹1.43 lakh
2015,Maruti,Ciaz ,66.46k,Petrol,Manual,JH-01,₹3.50 lakh
2016,Tata,Indigo ECS,1.3l,Diesel,Manual,MH-12,₹1.56 lakh
2015,Hyundai,Xcent ,78.74k,Petrol,Manual,MH-43,₹2.66 lakh
2021,Hyundai,Verna ,63.91k,Diesel,Manual,MH-14,₹9.17 lakh
2013,Nissan,Micra ,1.4l,Diesel,Manual,MH-14,₹1.89 lakh
2016,Hyundai,Eon ,86.10k,Petrol,Manual,MH-12,₹2.59 lakh
2016,Maruti,Vitara Brezza,1.4l,Diesel,Manual,MH-12,₹4.91 lakh
2019,Maruti,Eeco ,77.46k,Petrol,Manual,MH-12,₹4.95 lakh
2011,Hyundai,i10 ,35.58k,Petrol,Manual,MH-14,₹1.75 lakh
2013,Honda,Amaze ,86.09k,Petrol,Manual,MH-12,₹2.32 lakh
2011,Tata,Manza ,1.2l,Diesel,Manual,MH-12,₹1.75 lakh
2017,Renault,Kwid ,71.99k,Petrol,Manual,MH-14,₹2.45 lakh
2012,Ford,Fiesta ,65.70k,Petrol,Auto,MH-04,₹1.85 lakh
2012,Honda,Jazz ,87.56k,Petrol,Manual,MH-02,₹1.75 lakh
2010,Fiat,Grand Punto,1.4l,Diesel,Manual,MH-12,₹0.98 lakh
2012,Skoda,Rapid ,2.3l,Diesel,Manual,MH-02,₹1.74 lakh
2016,Honda,Jazz ,71.91k,Petrol,Manual,MH-47,₹3.29 lakh
2011,Hyundai,Verna ,1.0l,Petrol,Manual,MH-02,₹1.81 lakh
2016,Hyundai,i20 Active,80.03k,Petrol,Manual,MH-12,₹3.81 lakh
2011,Toyota,Etios ,65.22k,Petrol,Manual,MH-12,₹2.37 lakh
2013,Chevrolet,Beat ,78.78k,Petrol,Manual,MH-14,₹1.18 lakh
2018,Hyundai,Verna ,1.3l,Diesel,Manual,MH-12,₹8.03 lakh
2013,Maruti,Wagon R,26.17k,Petrol,Manual,MH-12,₹2.20 lakh
2012,Skoda,Rapid ,69.89k,Petrol,Auto,MH-46,₹2.07 lakh
2014,Hyundai,Eon ,42.94k,Petrol,Manual,MH-14,₹2.42 lakh
2020,Maruti,S PRESSO,31.24k,Petrol,Manual,MH-11,₹3.09 lakh
2011,Chevrolet,Beat ,1.7l,Diesel,Manual,MH-15,₹0.68 lakh
2010,Hyundai,Verna ,70.65k,Petrol,Manual,MH-04,₹1.70 lakh
2021,Hyundai,AURA ,48.71k,Petrol,Auto,MH-20,₹5.07 lakh
2015,Hyundai,Grand i10,1.2l,Petrol,Manual,MH-12,₹2.76 lakh
2024,KIA,SELTOS ,10.47k,Diesel,Manual,24-BH,₹14.31 lakh
2021,Tata,NEXON ,24.88k,Petrol,Manual,MH-12,₹7.69 lakh
2013,Renault,Duster ,3.1l,Diesel,Manual,GJ-03,₹1.55 lakh
2013,Volkswagen,Polo ,1.1l,Petrol,Manual,MH-10,₹2.85 lakh
2017,Maruti,Wagon R,1.0l,Petrol,Manual,MH-14,₹3.51 lakh
2016,Hyundai,Grand i10,53.45k,Petrol,Manual,MH-14,₹4.15 lakh
2012,Hyundai,i20 ,1.7l,Diesel,Manual,MH-43,₹2.05 lakh
2010,Honda,Civic ,49.67k,Petrol,Auto,MH-02,₹2.20 lakh
2011,Chevrolet,Spark ,123,Petrol,Manual,MH-12,₹0.38 lakh
2014,Hyundai,Xcent ,1.3l,Petrol,Manual,MH-04,₹3.03 lakh
2010,Hyundai,i20 ,37.33k,Petrol,Manual,MH-12,₹2.23 lakh
2016,Maruti,Baleno ,96.64k,Petrol,Manual,HR-26,₹3.10 lakh
2013,Renault,Scala ,2.4l,Diesel,Manual,MH-14,₹1.35 lakh
2014,Chevrolet,Spark ,32.20k,Petrol,Manual,MH-02,₹1.13 lakh
2016,Maruti,Wagon R,73.41k,Petrol,Auto,MH-02,₹3.11 lakh
2014,Hyundai,Xcent ,45.42k,Petrol,Manual,MH-36,₹3.13 lakh
2015,Hyundai,Xcent ,1.3l,Petrol,Manual,MH-14,₹2.95 lakh
2018,Hyundai,Grand i10,1.3l,Petrol,Manual,MH-14,₹3.94 lakh
2013,Hyundai,Verna ,57.64k,Petrol,Manual,MH-48,₹2.55 lakh
2014,Maruti,Wagon R,34.59k,Petrol,Manual,MH-12,₹2.88 lakh
2011,Tata,Manza ,43.07k,Petrol,Manual,MH-12,₹1.88 lakh
2011,Chevrolet,Beat ,67.78k,Petrol,Manual,MH-12,₹1.19 lakh
2021,Tata,NEXON ,67.11k,Petrol,Manual,MH-14,₹8.33 lakh
2013,Toyota,Etios ,94.58k,Petrol,Manual,MH-12,₹2.51 lakh
2014,Ford,Ecosport ,11.66k,Diesel,Manual,MH-12,₹3.66 lakh
2010,Hyundai,i10 ,79.16k,Petrol,Manual,MH-12,₹1.20 lakh
2011,Fiat,Linea ,88.53k,Diesel,Manual,KA-01,₹2.19 lakh
2018,Tata,TIGOR ,1.1l,Petrol,Manual,MH-12,₹3.38 lakh
2015,Tata,Zest ,72.07k,Petrol,Manual,MH-20,₹2.71 lakh
2020,Maruti,Baleno ,67.71k,Petrol,Manual,MH-14,₹5.07 lakh
2011,Honda,City ,76.45k,Petrol,Manual,HR-26,₹1.31 lakh
2015,Hyundai,i20 Active,78.60k,Petrol,Manual,MH-12,₹3.84 lakh
