Year,Car,Model,Kilometers,Fuel,Transmission,City Code,Price
2014,Hyundai,i20 ,1.3l,Petrol,Manual,TS-13,₹3.08 lakh
2011,Toyota,Etios Liva,1.4l,Petrol,Manual,AP-28,₹1.99 lakh
2011,Hyundai,i10 ,76.42k,Petrol,Manual,AP-28,₹1.65 lakh
2011,Skoda,Fabia ,95.30k,Petrol,Manual,AP-11,₹1.62 lakh
2013,Fiat,Grand Punto,74.70k,Diesel,Manual,AP-29,₹1.35 lakh
2019,Maruti,Baleno ,1.1l,Diesel,Manual,TS-08,₹4.99 lakh
2016,Maruti,Celerio ,1.5l,Petrol,Auto,TS-08,₹3.26 lakh
2013,Tata,Indica V2,1.6l,Diesel,Manual,TS-13,₹1.14 lakh
2018,Hyundai,Elite i20,1.4l,Petrol,Manual,TS-08,₹4.00 lakh
2013,Hyundai,i10 ,54.97k,Petrol,Manual,AP-10,₹2.16 lakh
2011,Toyota,Etios Liva,1.4l,Petrol,Manual,AP-28,₹1.93 lakh
2010,Maruti,Ritz ,1.2l,Diesel,Manual,AP-01,₹1.21 lakh
2011,Maruti,Swift ,61.46k,Petrol,Manual,AP-28,₹2.52 lakh
2011,Volkswagen,Polo ,1.2l,Petrol,Manual,AP-09,₹1.81 lakh
2016,Tata,Bolt ,1.8l,Diesel,Manual,TS-05,₹1.63 lakh
2020,Hyundai, SANTRO,68.55k,Petrol,Manual,AP-39,₹3.50 lakh
2024,Maruti,Alto K10,3.69k,Petrol,Manual,TG-07,₹3.91 lakh
2011,Hyundai,i10 ,94.03k,Petrol,Manual,AP-09,₹1.59 lakh
2018,Maruti,IGNIS ,97.58k,Petrol,Manual,TS-08,₹3.93 lakh
2019,Maruti,Celerio ,96.86k,Petrol,Manual,TS-12,₹2.41 lakh
2013,Nissan,Micra Active,92.21k,Petrol,Manual,AP-10,₹1.45 lakh
2018,Renault,Kwid ,3.0l,Petrol,Manual,TS-11,₹3.27 lakh
2013,Hyundai,i20 ,1.8l,Diesel,Manual,TS-33,₹2.50 lakh
2017,Maruti,Baleno ,76.73k,Petrol,Manual,AP-16,₹4.36 lakh
2022,Maruti,Baleno ,33.91k,Petrol,Manual,TS-07,₹5.94 lakh
2010,Ford,Figo ,97.76k,Petrol,Manual,AP-28,₹1.00 lakh
2016,Maruti,Ritz ,90.70k,Diesel,Manual,TS-24,₹1.72 lakh
2016,Maruti,Celerio ,80.67k,Petrol,Manual,TS-07,₹2.96 lakh
2011,Maruti,Ritz ,1.3l,Petrol,Manual,AP-28,₹2.02 lakh
2010,Maruti,Wagon R,90.42k,Petrol,Manual,AP-05,₹1.50 lakh
2013,Ford,Figo ,1.0l,Diesel,Manual,AP-28,₹1.32 lakh
2011,Hyundai,i10 ,74.58k,Petrol,Manual,DL-3C,₹1.10 lakh
2013,Volkswagen,Polo ,1.2l,Diesel,Manual,AP-29,₹2.60 lakh
2012,Renault,Pulse ,66.90k,Diesel,Manual,AP-36,₹2.26 lakh
2011,Hyundai,i10 ,85.19k,Petrol,Manual,AP-28,₹1.88 lakh
2015,Fiat,Punto EVO,54.68k,Diesel,Manual,KA-03,₹3.03 lakh
2019,Maruti,Swift ,69.78k,Petrol,Auto,TS-07,₹5.23 lakh
2010,Hyundai,i10 ,54.85k,Petrol,Manual,AP-07,₹1.37 lakh
2015,Hyundai,Grand i10,36.53k,Petrol,Manual,MH-12,₹3.10 lakh
2011,Hyundai,Eon ,92.26k,Petrol,Manual,AP-23,₹1.15 lakh
2021,Maruti,Swift ,99.44k,Petrol,Manual,AP-39,₹5.26 lakh
2019,Renault,Kwid ,1.4l,Petrol,Manual,TS-33,₹2.50 lakh
2014,Hyundai,i20 ,70.27k,Petrol,Manual,AP-28,₹3.08 lakh
2020,Maruti,S PRESSO,20.03k,Petrol,Auto,TS-09,₹4.07 lakh
2015,Hyundai,Elite i20,76.83k,Diesel,Manual,TS-12,₹4.62 lakh
2021,Hyundai,GRAND I10,25.77k,Petrol,Auto,TS-13,₹5.55 lakh
2010,Hyundai,i20 ,95.25k,Petrol,Manual,AP-11,₹2.03 lakh
2017,Maruti,Celerio ,83.95k,Petrol,Auto,TS-07,₹3.50 lakh
2017,Tata,Tiago ,58.21k,Petrol,Manual,TS-08,₹3.56 lakh
2011,Hyundai,i20 ,1.6l,Diesel,Manual,AP-24,₹1.79 lakh
2019,Maruti,Swift ,97.96k,Diesel,Manual,TS-13,₹5.12 lakh
2014,Mahindra,Verito ,2.5l,Diesel,Manual,TS-12,₹1.50 lakh
2014,Maruti,Wagon R,28.73k,Petrol,Manual,AP-29,₹2.50 lakh
2016,Fiat,URBAN CROSS,32.25k,Petrol,Manual,MH-12,₹2.87 lakh
2011,Tata,Indica Vista,1.4l,Diesel,Manual,AP-29,₹0.95 lakh
2022,Volkswagen,Polo ,29.77k,Petrol,Manual,AP-39,₹6.68 lakh
2012,Hyundai,i10 ,1.4l,Petrol,Manual,AP-29,₹1.87 lakh
2020,Tata,ALTROZ ,1.2l,Petrol,Manual,TS-15,₹3.78 lakh
2016,Hyundai,Grand i10,1.5l,Diesel,Manual,TS-08,₹2.95 lakh
2016,Maruti,Celerio ,81.07k,Petrol,Auto,TS-07,₹2.75 lakh
2017,Ford, Figo,40.75k,Petrol,Manual,TN-07,₹2.70 lakh
2014,Maruti,Swift ,1.0l,Petrol,Manual,TS-13,₹3.40 lakh
2011,Hyundai,i10 ,99.46k,Petrol,Auto,AP-09,₹1.91 lakh
2017,Maruti,Wagon R,87.20k,Petrol,Manual,TS-07,₹3.14 lakh
2025,Maruti,Alto ,4.86k,Petrol,Manual,TG-35,₹4.31 lakh
2011,Skoda,Fabia ,78.82k,Petrol,Manual,AP-11,₹1.50 lakh
2015,Tata,Indica EV2,1.7l,Diesel,Manual,TS-09,₹1.17 lakh
2017,Maruti,Baleno ,1.2l,Petrol,Manual,JH-05,₹3.50 lakh
2014,Hyundai,Grand i10,44.40k,Petrol,Manual,TS-07,₹3.48 lakh
2017,Maruti,IGNIS ,34.49k,Diesel,Auto,TS-08,₹4.50 lakh
2010,Maruti,Swift ,2.2l,Diesel,Manual,AP-29,₹1.44 lakh
2018,Renault,Kwid ,76.12k,Petrol,Auto,TS-07,₹2.75 lakh
2018,Maruti,Swift ,1.7l,Diesel,Manual,TS-07,₹5.55 lakh
2012,Fiat,Grand Punto,100.00k,Diesel,Manual,KA-53,₹1.20 lakh
2022,Renault,Kwid ,43.62k,Petrol,Manual,TS-38,₹3.47 lakh
2019,Hyundai, SANTRO,34.78k,Petrol,Manual,DL-12,₹3.21 lakh
2017,Hyundai,i20 Active,65.99k,Petrol,Manual,AP-16,₹5.00 lakh
2016,Tata,Bolt ,2.2l,Diesel,Manual,TS-17,₹1.56 lakh
2019,Renault,Kwid ,838,Petrol,Manual,TS-08,₹2.93 lakh
2015,Maruti,Celerio ,1.4l,Petrol,Auto,TS-11,₹2.58 lakh
2017,Maruti,Swift ,1.3l,Diesel,Manual,TS-15,₹4.40 lakh
2010,Maruti,Wagon R,1.3l,Petrol,Manual,AP-31,₹1.29 lakh
2011,Skoda,Fabia ,56.78k,Diesel,Manual,AP-36,₹2.30 lakh
2011,Ford,Figo ,80.00k,Petrol,Manual,MH-04,₹0.91 lakh
2010,Hyundai,i10 ,1.1l,Petrol,Manual,AP-29,₹1.37 lakh
2021,Maruti,Swift ,43.88k,Petrol,Manual,TS-08,₹5.23 lakh
2018,Maruti,Swift ,74.19k,Petrol,Manual,TS-08,₹4.50 lakh
2017,Volkswagen,Polo ,1.3l,Petrol,Manual,AP-16,₹4.42 lakh
2020,Renault,Kwid ,92.91k,Petrol,Manual,TS-07,₹3.44 lakh
2011,Hyundai,i10 ,1.1l,Petrol,Manual,AP-29,₹1.68 lakh
2019,Maruti,Swift ,72.43k,Petrol,Manual,TS-10,₹4.50 lakh
2010,Tata,Nano ,1.0l,Petrol,Manual,AP-09,₹0.46 lakh
2010,Maruti,Alto ,2.0l,Petrol,Manual,MH-26,₹0.70 lakh
2018,Renault,Kwid ,46.34k,Petrol,Manual,TS-08,₹2.64 lakh
2011,Maruti,Swift ,1.2l,Diesel,Manual,AP-28,₹1.70 lakh
2011,Hyundai,i20 ,50.82k,Petrol,Manual,AP-09,₹2.19 lakh
2021,Maruti,Swift ,1.4l,Petrol,Manual,TS-08,₹4.54 lakh
2012,Tata,Indica V2,1.6l,Diesel,Manual,TS-08,₹0.39 lakh
2014,Hyundai,i20 ,1.4l,Diesel,Manual,TS-08,₹3.28 lakh
2011,Maruti,Swift ,1.7l,Diesel,Manual,AP-28,₹1.79 lakh
2011,Maruti,Ritz ,1.3l,Diesel,Manual,AP-09,₹1.93 lakh
2013,Chevrolet,Sail UVA,99.85k,Diesel,Manual,AP-15,₹1.39 lakh
2022,Maruti,Swift ,54.97k,Petrol,Manual,TS-13,₹5.00 lakh
2013,Hyundai,i10 ,91.39k,Petrol,Manual,AP-28,₹2.19 lakh
2011,Chevrolet,Beat ,86.91k,Diesel,Manual,MH-42,₹1.17 lakh
2016,Hyundai,Elite i20,47.95k,Petrol,Manual,TS-10,₹4.76 lakh
2020,Tata,Tiago ,48.50k,Petrol,Manual,AP-39,₹4.38 lakh
2010,Ford,Figo ,1.4l,Diesel,Manual,AP-09,₹0.96 lakh
2023,Tata,Tiago ,19.04k,Petrol,Auto,TS-08,₹5.76 lakh
2011,Hyundai,Santro Xing,38.43k,Petrol,Manual,AP-29,₹1.32 lakh
2015,Hyundai,Elite i20,59.98k,Petrol,Manual,TS-09,₹4.05 lakh
2017,Maruti,Baleno ,75.35k,Petrol,Manual,TS-07,₹4.00 lakh
2011,Maruti,Ritz ,2.2l,Diesel,Manual,AP-29,₹1.44 lakh
2014,Maruti,Celerio ,66.26k,Petrol,Auto,TS-09,₹3.02 lakh
2012,Chevrolet,Spark ,1.4l,Petrol,Manual,AP-28,₹0.90 lakh
2022,Maruti,S PRESSO,31.17k,Petrol,Manual,TS-07,₹4.06 lakh
2014,Hyundai,i10 ,86.56k,Petrol,Manual,TN-14,₹2.50 lakh
2010,Hyundai,i10 ,1.2l,Petrol,Manual,AP-13,₹1.26 lakh
2018,Tata,Tiago ,1.0l,Petrol,Auto,TS-08,₹4.00 lakh
2010,Skoda,Fabia ,85.31k,Diesel,Manual,AP-10,₹1.33 lakh
2016,Maruti,Baleno ,1.6l,Petrol,Manual,TS-06,₹4.02 lakh
2015,Tata,Indica V2,1.2l,Diesel,Manual,TS-10,₹1.19 lakh
2018,Tata,TIAGO NRG,31.83k,Petrol,Manual,TS-10,₹3.46 lakh
2012,Maruti,Wagon R,47.07k,Petrol,Manual,AP-12,₹1.90 lakh
2014,Hyundai,i20 ,2.0l,Diesel,Manual,AP-09,₹3.08 lakh
2018,Maruti,Swift ,93.77k,Petrol,Auto,AP-16,₹4.42 lakh
2011,Hyundai,i10 ,14.2l,Petrol,Manual,AP-10,₹1.35 lakh
2013,Nissan,Micra ,94.61k,Diesel,Manual,TN-01,₹2.13 lakh
2016,Fiat,URBAN CROSS,32.25k,Petrol,Manual,MH-12,₹2.62 lakh
2016,Chevrolet,Beat ,1.2l,Petrol,Manual,TS-11,₹1.26 lakh
2013,Tata,Indica Vista,2.3l,Diesel,Manual,AP-28,₹1.50 lakh
2023,Maruti,Swift ,60.25k,Petrol,Manual,TS-38,₹5.97 lakh
2011,Maruti,Alto ,1.9l,Petrol,Manual,AP-29,₹1.00 lakh
2013,Hyundai,i20 ,80.33k,Diesel,Manual,AP-09,₹3.44 lakh
2017,Maruti,IGNIS ,1.0l,Petrol,Manual,TS-10,₹4.08 lakh
2017,Maruti,Wagon R,1.4l,Petrol,Auto,KL-34,₹3.08 lakh
2016,Hyundai,Grand i10,77.72k,Petrol,Manual,GJ-03,₹3.45 lakh
2011,Maruti,Alto ,1.3l,Petrol,Manual,AP-24,₹1.06 lakh
2011,Maruti,800 ,1.0l,Petrol,Manual,AP-35,₹0.88 lakh
2011,Tata,Indica V2,1.0l,Diesel,Manual,AP-28,₹0.47 lakh
2014,Hyundai,Grand i10,1.2l,Diesel,Manual,AP-09,₹2.77 lakh
2017,Maruti,Wagon R,58.08k,Petrol,Manual,TS-07,₹3.07 lakh
2024,Hyundai, I20,24.59k,Petrol,Manual,TS-07,₹7.00 lakh
2011,Ford,Figo ,85.45k,Petrol,Manual,TS-08,₹1.13 lakh
2020,Maruti,Baleno ,79.63k,Petrol,Manual,TS-07,₹5.30 lakh
2010,Hyundai,i10 ,46.29k,Petrol,Manual,AP-11,₹1.37 lakh
2015,Hyundai,Elite i20,1.4l,Diesel,Manual,TS-10,₹4.00 lakh
2023,Maruti,Swift ,18.24k,Petrol,Auto,TS-07,₹6.09 lakh
2016,Hyundai,Elite i20,69.61k,Petrol,Manual,TS-07,₹4.54 lakh
2017,Hyundai,Grand i10,20.64k,Petrol,Manual,TS-07,₹4.41 lakh
2012,Maruti,Wagon R,1.3l,Petrol,Manual,AP-11,₹1.50 lakh
2021,Renault,Kiger ,35.00k,Petrol,Manual,TS-09,₹5.30 lakh
2016,Hyundai,Eon ,50.36k,Petrol,Manual,TS-13,₹2.58 lakh
2010,Maruti,Alto ,1.2l,Petrol,Manual,AP-13,₹0.95 lakh
2011,Maruti,Alto K10,82.15k,Petrol,Manual,AP-15,₹1.24 lakh
2012,Maruti,Alto ,1.1l,Petrol,Manual,AP-29,₹1.07 lakh
2011,Hyundai,Santro Xing,88.29k,Petrol,Manual,AP-09,₹1.31 lakh
2013,Chevrolet,Sail UVA,1.7l,Petrol,Manual,AP-31,₹1.49 lakh
2013,Maruti,Swift ,1.2l,Petrol,Manual,AP-29,₹3.20 lakh
2018,Maruti,Baleno ,1.1l,Petrol,Manual,TS-16,₹4.15 lakh
2018,Hyundai,Grand i10,91.90k,Petrol,Manual,TS-07,₹4.15 lakh
2016,Volkswagen,Polo ,82.64k,Petrol,Auto,GJ-09,₹4.48 lakh
2021,Volkswagen,Polo ,29.25k,Petrol,Manual,TS-08,₹7.17 lakh
2012,Tata,Indica Vista,1.1l,Diesel,Manual,AP-16,₹1.24 lakh
2011,Maruti,Alto K10,1.1l,Petrol,Manual,AP-01,₹1.16 lakh
2011,Mahindra,Verito ,1.5l,Diesel,Manual,AP-28,₹1.20 lakh
2020,Hyundai,GRAND I10,78.24k,Petrol,Auto,TS-09,₹4.99 lakh
2012,Maruti,Wagon R,1.2l,Petrol,Manual,AP-20,₹1.82 lakh
2015,Hyundai,Grand i10,90.31k,Petrol,Manual,TS-09,₹3.22 lakh
2017,Maruti,Swift ,89.40k,Diesel,Manual,TS-09,₹4.71 lakh
2023,Hyundai,GRAND I10,35.06k,Petrol,Manual,TS-07,₹5.70 lakh
2022,Maruti,Celerio ,39.35k,Petrol,Manual,TS-08,₹4.98 lakh
2020,Tata,ALTROZ ,51.97k,Petrol,Manual,KA-36,₹4.44 lakh
2019,Hyundai,GRAND I10,84.02k,Petrol,Auto,AP-39,₹4.71 lakh
2018,Maruti,Baleno ,72.67k,Petrol,Manual,TS-07,₹4.90 lakh
2011,Maruti,Alto K10,1.0l,Petrol,Manual,AP-15,₹1.06 lakh
2022,CITROEN,C3 ,28.00k,Petrol,Manual,TS-10,₹5.10 lakh
2019,Maruti,Alto K10,90.85k,Petrol,Manual,TS-08,₹2.86 lakh
2019,Maruti,Swift ,96.68k,Petrol,Manual,TS-09,₹4.46 lakh
2022,Maruti,Baleno ,36.38k,Petrol,Manual,WB-08,₹6.57 lakh
2023,Renault,Kiger ,42.79k,Petrol,Auto,TS-08,₹7.30 lakh
2023,Maruti,Alto K10,51.75k,Petrol,Manual,TS-09,₹3.50 lakh
2015,Maruti,Celerio ,1.3l,Petrol,Auto,TS-08,₹2.85 lakh
2019,Hyundai,Grand i10,25.37k,Petrol,Manual,TS-07,₹4.33 lakh
2017,Maruti,Swift ,12.77k,Petrol,Manual,TS-07,₹5.02 lakh
2018,Maruti,Baleno ,1.3l,Petrol,Auto,TS-07,₹4.42 lakh
2014,Maruti,Wagon R,68.01k,Petrol,Manual,TS-03,₹3.04 lakh
2021,Renault,Kwid ,65.63k,Petrol,Manual,TS-07,₹3.57 lakh
2015,Honda,Jazz ,1.9l,Petrol,Auto,TS-07,₹3.50 lakh
2018,Maruti,Alto K10,14.56k,Petrol,Auto,TS-08,₹3.08 lakh
2018,Maruti,Wagon R,79.48k,Petrol,Auto,TS-08,₹3.64 lakh
2010,Maruti,Swift ,1.0l,Petrol,Manual,TN-07,₹2.55 lakh
2022,Maruti,Celerio ,27.29k,Petrol,Manual,TS-08,₹5.31 lakh
2018,Maruti,Celerio X,70.42k,Petrol,Manual,TS-30,₹3.20 lakh
2018,Maruti,Celerio ,55.02k,Petrol,Auto,TS-09,₹3.50 lakh
2018,Maruti,Baleno ,55.83k,Petrol,Auto,TS-09,₹4.65 lakh
2018,Renault,Kwid ,68.42k,Petrol,Auto,TS-08,₹3.00 lakh
2020,Maruti,Celerio ,20.63k,Petrol,Manual,HP-38,₹3.93 lakh
2021,Tata,ALTROZ ,68.01k,Petrol,Manual,TS-08,₹5.58 lakh
2015,Hyundai,Elite i20,1.5l,Diesel,Manual,TS-11,₹4.62 lakh
2019,Maruti,Alto ,26.51k,Petrol,Manual,TS-07,₹3.06 lakh
2017,Maruti,Baleno ,1.2l,Diesel,Manual,TS-10,₹4.41 lakh
2024,Hyundai,EXTER ,43.98k,Petrol,Manual,AP-40,₹7.00 lakh
2017,Maruti,Wagon R,11.22k,Petrol,Auto,TS-08,₹3.69 lakh
2021,Maruti,Baleno ,74.78k,Petrol,Manual,TS-08,₹6.00 lakh
2018,Maruti,Baleno ,65.39k,Petrol,Manual,TS-08,₹5.16 lakh
2017,Hyundai,Grand i10,90.65k,Petrol,Manual,TS-09,₹3.78 lakh
2019,Tata,TIAGO NRG,42.26k,Petrol,Manual,TS-09,₹4.20 lakh
2022,Maruti,Alto K10,25.29k,Petrol,Auto,TS-07,₹4.05 lakh
2023,Maruti,S PRESSO,76.93k,Petrol,Manual,AP-39,₹4.18 lakh
2019,Hyundai,Elite i20,1.3l,Petrol,Manual,TS-08,₹5.26 lakh
2023,Maruti,IGNIS ,31.80k,Petrol,Auto,TS-07,₹6.11 lakh
2016,Tata,Tiago ,56.89k,Petrol,Manual,AP-31,₹3.10 lakh
2023,Maruti,Swift ,30.05k,Petrol,Manual,TS-01,₹6.11 lakh
2016,Hyundai,Grand i10,72.23k,Petrol,Manual,MP-20,₹3.26 lakh
2018,Maruti,Baleno ,71.96k,Petrol,Manual,TS-08,₹5.28 lakh
2019,Hyundai, SANTRO,78.34k,Petrol,Auto,TS-08,₹3.75 lakh
2022,CITROEN,C3 ,72.06k,Petrol,Manual,TS-07,₹4.69 lakh
2021,Maruti, Wagon-R,55.71k,Petrol,Manual,HR-20,₹3.82 lakh
2016,Hyundai,Grand i10,78.58k,Petrol,Manual,TS-13,₹3.57 lakh
2023,Maruti,Baleno ,74.88k,Petrol,Auto,TS-08,₹7.40 lakh
2022,Maruti,Alto ,21.40k,Petrol,Manual,TS-08,₹3.39 lakh
2019,Maruti,S PRESSO,48.63k,Petrol,Manual,TS-08,₹3.28 lakh
2023,Maruti,Celerio ,33.67k,Petrol,Manual,TG-08,₹4.45 lakh
2018,Tata,Tiago ,93.18k,Petrol,Auto,TS-10,₹4.10 lakh
2016,Hyundai,Grand i10,59.10k,Petrol,Auto,TS-09,₹3.94 lakh
2022,Tata,ALTROZ ,59.87k,Petrol,Manual,TS-08,₹6.12 lakh
2022,Maruti,IGNIS ,80.29k,Petrol,Manual,TS-13,₹4.50 lakh
2019,Hyundai,Elite i20,74.00k,Diesel,Manual,TS-12,₹5.22 lakh
2017,Hyundai,Elite i20,1.0l,Petrol,Manual,TS-13,₹4.19 lakh
2012,Maruti,Swift ,98.61k,Petrol,Manual,AP-09,₹2.71 lakh
2017,Tata,Tiago ,75.95k,Petrol,Manual,TS-08,₹3.50 lakh
2011,Maruti,Swift ,1.5l,Diesel,Manual,AP-28,₹2.59 lakh
2018,Hyundai,Elite i20,92.75k,Diesel,Manual,TS-11,₹5.66 lakh
2022,Maruti,Celerio ,11.24k,Petrol,Manual,TS-15,₹5.54 lakh
2015,Hyundai,Elite i20,1.2l,Diesel,Manual,TS-08,₹4.68 lakh
2021,Maruti,Baleno ,2.4l,Petrol,Manual,TS-08,₹5.44 lakh
2017,Maruti,Baleno ,76.22k,Petrol,Manual,TS-07,₹4.42 lakh
2020,Volkswagen,Polo ,67.30k,Petrol,Manual,TS-08,₹6.50 lakh
2018,Maruti,Baleno ,52.32k,Petrol,Manual,TS-08,₹5.19 lakh
2024,Hyundai,GRAND I10,13.97k,Petrol,Auto,TG-11,₹6.64 lakh
2018,Hyundai,Grand i10,64.74k,Petrol,Manual,TS-16,₹4.80 lakh
2023,Hyundai, I20,17.65k,Petrol,Auto,TG-17,₹8.80 lakh
2014,Hyundai,Grand i10,76.12k,Petrol,Manual,AP-28,₹3.28 lakh
2021,Tata,Tiago ,39.34k,Petrol,Manual,TS-08,₹4.50 lakh
2018,Hyundai,Grand i10,13.90k,Petrol,Manual,TS-09,₹4.19 lakh
2015,Hyundai,Elite i20,2.0l,Petrol,Manual,TS-05,₹3.99 lakh
2023,Maruti,Swift ,78.74k,Petrol,Manual,TS-09,₹6.61 lakh
2021,Maruti,Baleno ,92.90k,Petrol,Manual,TS-05,₹5.80 lakh
2021,Tata,ALTROZ ,35.47k,Petrol,Manual,TS-07,₹6.94 lakh
2023,CITROEN,C3 ,35.46k,Petrol,Manual,TS-13,₹5.31 lakh
2019,Maruti,Baleno ,34.14k,Petrol,Manual,TS-13,₹5.18 lakh
2017,Maruti,Celerio ,43.39k,Petrol,Auto,TS-08,₹3.69 lakh
2016,Hyundai,Elite i20,1.1l,Diesel,Manual,AP-31,₹4.91 lakh
2016,Maruti,Baleno ,88.12k,Petrol,Manual,TS-07,₹4.10 lakh
2022,Renault,Kiger ,40.24k,Petrol,Auto,TS-08,₹6.38 lakh
2022,Toyota,Glanza ,35.10k,Petrol,Auto,TS-08,₹8.26 lakh
2022,Maruti, Wagon-R,54.44k,Petrol,Manual,TS-12,₹5.09 lakh
2022,Toyota,Glanza ,24.53k,Petrol,Manual,TS-16,₹6.50 lakh
2018,Hyundai,Elite i20,1.3l,Diesel,Manual,AP-31,₹4.46 lakh
2022,Hyundai,GRAND I10,17.60k,Petrol,Auto,TS-09,₹6.74 lakh
2018,Hyundai,Elite i20,86.90k,Petrol,Manual,TS-07,₹4.85 lakh
2022,Tata,Tiago ,36.28k,Petrol,Manual,TS-36,₹5.26 lakh
2016,Maruti,Baleno ,72.88k,Diesel,Manual,KA-51,₹4.89 lakh
2017,Hyundai,Grand i10,87.59k,Petrol,Auto,TS-09,₹4.23 lakh
2018,Hyundai,Elite i20,75.68k,Petrol,Manual,TS-15,₹5.11 lakh
2013,Maruti,Swift ,1.8l,Diesel,Manual,AP-28,₹2.50 lakh
2018,Maruti,Baleno ,1.0l,Petrol,Auto,MH-14,₹4.90 lakh
2021,Maruti,S PRESSO,44.17k,Petrol,Manual,TS-35,₹3.31 lakh
2024,Tata,TIAGO EV,6.28k,Electric,Auto,TG-09,₹6.70 lakh
2022,Tata,ALTROZ ,16.38k,Petrol,Manual,TS-08,₹7.64 lakh
2018,Maruti,Baleno ,97.03k,Diesel,Manual,TS-07,₹7.17 lakh
2019,Toyota,Glanza ,1.2l,Petrol,Auto,TS-07,₹5.65 lakh
2017,Hyundai,Grand i10,74.18k,Petrol,Auto,TS-07,₹4.12 lakh
2019,Maruti,Baleno ,1.0l,Petrol,Manual,TS-08,₹5.35 lakh
2016,Honda,Jazz ,80.02k,Petrol,Auto,TS-09,₹4.20 lakh
2021,Maruti,Baleno ,76.00k,Petrol,Manual,TS-35,₹10.68 lakh
2018,Maruti,Baleno ,44.08k,Petrol,Auto,TS-07,₹5.20 lakh
2020,Maruti,Baleno ,86.36k,Petrol,Manual,TS-13,₹6.00 lakh
2024,Maruti,Swift ,37.48k,Petrol,Manual,AP-40,₹6.34 lakh
2018,Maruti,Celerio ,66.19k,Petrol,Manual,TS-07,₹3.71 lakh
2024,Hyundai,GRAND I10,11.16k,Petrol,Auto,TG-36,₹6.72 lakh
2024,Maruti, Wagon-R,36.34k,Petrol,Manual,TG-08,₹5.74 lakh
2016,Maruti,Baleno ,98.84k,Diesel,Manual,AP-05,₹4.82 lakh
2019,Maruti,Baleno ,57.95k,Petrol,Manual,TS-09,₹5.50 lakh
2013,Maruti,Swift ,66.48k,Petrol,Manual,AP-28,₹3.29 lakh
2016,Maruti,Baleno ,91.70k,Petrol,Auto,TS-07,₹4.25 lakh
2021,Maruti,Baleno ,1.0l,Petrol,Manual,TS-08,₹6.00 lakh
2017,Hyundai,i20 Active,67.69k,Petrol,Manual,TS-07,₹5.44 lakh
2021,Maruti,IGNIS ,35.62k,Petrol,Manual,AP-39,₹4.14 lakh
2021,Tata,Tiago ,48.96k,Petrol,Manual,TS-29,₹4.33 lakh
2023,Tata,ALTROZ ,42.68k,Petrol,Manual,AP-40,₹7.48 lakh
2019,Maruti, Wagon-R,83.00k,Petrol,Manual,AP-39,₹3.91 lakh
2019,Maruti,Baleno ,1.3l,Petrol,Manual,TS-07,₹4.50 lakh
2015,Maruti,Baleno ,2.6l,Diesel,Manual,TS-09,₹4.11 lakh
2019,Toyota,Glanza ,81.32k,Petrol,Manual,AP-39,₹5.03 lakh
2022,Tata,Tiago ,18.72k,Petrol,Manual,TS-07,₹5.50 lakh
2016,Maruti,Wagon R,50.39k,Petrol,Manual,TS-12,₹10.68 lakh
2020,Maruti,Baleno ,41.72k,Petrol,Manual,TS-08,₹5.93 lakh
2018,Tata,Tiago ,59.41k,Petrol,Auto,TS-08,₹4.10 lakh
2019,Hyundai,Grand i10,44.65k,Petrol,Manual,TS-08,₹4.50 lakh
2023,Maruti, Wagon-R,5.98k,Petrol,Manual,TG-10,₹4.89 lakh
2022,Maruti,Baleno ,48.81k,Petrol,Manual,TS-11,₹7.58 lakh
2019,Toyota,Glanza ,40.71k,Petrol,Manual,TS-07,₹6.39 lakh
2022,Hyundai, I20,28.34k,Petrol,Auto,TS-36,₹8.67 lakh
2021,Maruti,Celerio X,89.92k,Petrol,Manual,TS-07,₹3.64 lakh
2019,Hyundai,i20 Active,46.83k,Petrol,Manual,TS-07,₹6.23 lakh
2025,Maruti,Swift ,4.47k,Petrol,Auto,TG-11,₹10.68 lakh
2023,Hyundai, I20,18.21k,Petrol,Auto,TS-07,₹9.68 lakh
2022,Hyundai, I20,23.70k,Petrol,Manual,TS-07,₹10.68 lakh
2024,Maruti,S PRESSO,4.5l,Petrol,Auto,TG-07,₹4.50 lakh
2021,Maruti,Baleno ,72.83k,Petrol,Manual,TS-15,₹6.24 lakh
2017,Hyundai,i20 Active,1.7l,Diesel,Manual,TS-07,₹5.38 lakh
2023,Hyundai, I20,32.04k,Petrol,Auto,TS-07,₹9.70 lakh
2023,Hyundai, I20,20.31k,Petrol,Auto,TS-07,₹10.49 lakh
2023,Maruti,FRONX ,18.70k,Petrol,Manual,TG-05,₹9.29 lakh
2024,Maruti,FRONX ,2.33k,Petrol,Manual,TG-07,₹10.68 lakh
2023,Hyundai,EXTER ,45.64k,Petrol,Manual,TS-07,₹8.50 lakh
2022,Maruti,S PRESSO,1.5l,Petrol,Manual,TG-16,₹3.20 lakh
2010,Hyundai,i20 ,2.0l,Diesel,Manual,AP-29,₹10.68 lakh
2023,Tata,TIAGO EV,53.00k,Electric,Auto,TS-07,₹7.59 lakh
2023,Tata,TIAGO EV,18.94k,Electric,Auto,TS-08,₹8.24 lakh
2024,Tata,TIAGO EV,48.00k,Electric,Auto,TG-07,₹7.59 lakh
2025,Tata,TIAGO EV,20.09k,Electric,Auto,TG-24,₹9.70 lakh
